Objevují se první problém s hlasovacími zařízeními v amerických volbách;Podle volebních úředníků se v úterý v arizonském okrese Maricopa vyskytly problémy nejméně ve 20 % volebních místností. (Foto: Twitter)
Zelenskyj: Ruská válka má katastrofální dopad na klimatické změny;Ukrajinský prezident Volodymyr Zelenskyj v úterý odsoudil ruskou invazi do své země za to, že zhoršuje „katastrofální“ dopady změny klimatu. (Foto: Youtube)
Evelyn De Rothschild, šéf londýnské bankovní dynastie, zemřel ve věku 91 let;Britský finančník Sir Evelyn de Rothschild zemřel „v klidu doma“ ve věku 91 let. (Foto: Flickr)
Markéta Šichtařová: Jak zvětšit chudobu snadno a rychle;Tak má naše Národní ekonomická rada vlády, alias známý NERV, návrh pro vládu, jak zkrotit veřejné finance a zpomalit čím dál tím rychlejší zadlužování České republiky.
Pavel Zítko oznámil, že nasbíral více než 50 tisíc podpisů pro kandidaturu na hrad;Český aktivista Pavel Zítko oznámil, že nasbíral pro svou kandidaturu na prezidenta České republiky více než 50 tisíc podpisů. (Foto: Facebook)
Ukrajina se obává z výsledků voleb v USA;Rostou obavy ze snížení podpory Američanů, pokud republikáni v úterním hlasování uspějí. (Foto: Shutterstock)
Čína zrušila video projev vedoucího představitele EU na obchodním veletrhu;Čínské úřady, které stojí za významnou obchodní výstavou v Šanghaji, stáhly slavnostní zahajovací projev předsedy Evropské rady, který měl kritizovat „nezákonnou válku“ Ruska na Ukrajině a vyzývat ke snížení obchodní závislosti na Číně, uvedli diplomaté. (Foto: Flickr / ilustrační)
Generální stávka v Brazílii. Armáda má oznámit výsledky volebního auditu;Obyvatelé Brazílie po celé zemi protestují vůči potencionálním volebním podvodům při nedávné prezidentské volbě. (Foto: Twitter)
Malik Obama: „Jsem skutečný Obama. Podstoupím test DNA, abych to dokázal“;Starší nevlastní bratr Baracka Obamy, Abon’go Malik Obama, si myslí, že exprezident USA „zbohatl a stal se snobem“. (Foto: Twitter)
Homosexualita je nemoc, vzkázal katarský velvyslanec;Chálid Salmán (60), bývalý profesionální fotbalista a tvář pouštního mistrovství světa, označil homosexualitu v rozhovoru s Jochenem Breyerem (39) z ZDF pro dokumentární film „Geheimsache Qatar“ (úterý, 20.15) za „duchovní nemoc“. (Foto: Qatar2022.qa)
USA chtějí za příštího šéfa NATO úředníka ukrajinského původu;Osoba ukrajinského původu na nejvyšší post NATO? Právě to naznačuje nedávná zpráva deníku New York Times, která podrobně popisuje, že „závod o výběr příštího generálního tajemníka NATO je v plném proudu“. (Foto: Twitter)
Osa Petrodolar-Saúdská Arábie je důvodem, proč Washington nenávidí Írán;Protože vás to zajímá, je íránský ostrov v Perském zálivu proslulý svými turistickými a nákupními atrakcemi. Stává se vážným konkurentem dalších nedalekých rekreačních center v Dauhá a Dubaji. (Foto: Flickr)
Politico varuje před hacknutelným hlasovacím zařízením;Po tvrzení, že volby v roce 2016 byly „hacknuty“ a „ukradeny“ – a následném naléhání, že „popírači voleb“ v roce 2020 jsou hrozbou pro demokracii, nyní levicový server Politico varuje, že volební stroje mohou být překvapivě hacknuty!
Hromadná rvačka Ukrajinců i Čechů v Liberci byla natočena na video;V centru Liberce se odehrála hromadná bitka, záběry z incidentu se objevily na sociálních. Mělo jít o Čechy a Ukrajince. (Foto: Facebook)
Bill Clinton se smál, když ho reportér konfrontuje s Epsteinovými vazbami;Bývalý prezident Bill Clinton se usmíval a smál, když se ho v pondělí reportér ptal na jeho úzké vazby na zesnulého pedofila Jeffreyho Epsteina. (Foto: Twitter)
Klíčový projev Kennedyho, který světu poněkud unikl;Klíčový projev Johna F. Kennedyho o světovém míru, který poněkud zapadnul. (Foto: Youtube)
Jednotky kybernetické bezpečnosti Národní gardy aktivovány ve 14 státech před volbami;Podle zpráv budou ve 14 státech USA aktivovány jednotky kybernetické bezpečnosti z Národní gardy, aby pomohly čelit případným hrozbám pro sítě volebních úředníků před nadcházejícími průběžnými volbami 8. listopadu, během nich i po nich. (Foto: Flickr)
Britský premiér Rishi Sunak na summitu COP27 v Egyptě utekl z pódia;Britský premiér Rishi Sunak na summitu COP27 v Egyptě utíká z pódia a jeho asistenti ho odvádějí z místnosti. Důvod nebyl oznámen. (Foto: Twitter)
Musk vzkazuje „nezávisle smýšlejícím voličům“: Volte republikánský Kongres;Nejbohatší muž světa si dnes ráno pravděpodobně nezískal žádné nové přátele mezi liberály a mainstreamovými médii poté, co na Twitteru doporučil „nezávisle smýšlejícím voličům“, aby volili republikánský Kongres a zajistili tak kontrolu a vyváženost extrémní politiky na obou stranách politického rozdělení v Americe…
Stovky protestujících proti klimatu zablokovaly soukromá letadla na letišti v Amsterdamu;V souladu s nesmyslnou a zbytečnou gestikulací neopolitických „probuzených“ – jinak dnes známou jako „aktivismus“ – se protestující bojující proti změně klimatu tento týden vydali blokovat soukromá letadla na amsterodamské letiště Schiphol. (Foto: Youtube)
Terminátor brzy realitou? Podívejte se na 10 let vývoje robotů;Posledních 10 let vývoje robotů od americké společnosti Boston Dynamics. Doba Terminátorů se blíží? (Foto: Twitter)
Konec hry? Partnerství Číny a Ruska v rámci BRICS hroutí ekonomiku USA?;Členové BRICS se společně pokusili narušit dominantní postavení amerického dolaru v současné struktuře světových rezervních měn tím, že podpořili reformu SDR MMF a zařazení čínského jüanu do koše SDR. (Foto: Flickr)
„Nevypadá to dobře“ – Martin Armstrong varuje, že volby v roce 2024 možná nebudou;Legendární analytik finančních a geopolitických cyklů Martin Armstrong říká: „Podvody v průběžných volbách příští týden budou tak velké, že je téměř nemožné je předpovědět. Ve férových volbách v polovině volebního období by republikáni vyhráli Sněmovnu reprezentantů i Senát.“ (Foto: Rumble)
„Dejte Kremlu varování“: Americká ponorka „jaderné apokalypsy“ vplouvá do Středozemního moře;Podle četných zpráv největší jaderná ponorka na světě USS Rhode Island minulý týden opustila přístav Gibraltar na jižním pobřeží Španělska a naposledy byla spatřena, jak vplouvá do Středozemního moře. Britský list Daily Express uvedl, že jaderná ponorka „údajně míří k Černému moři“. (Foto: Flickr)
Čína předvedla první veřejnou pozemní ukázku stíhacího letounu Stealth;Twitter zaplavují tweety, které ukazují zřejmě první veřejnou pozemní ukázku stíhacího letounu stealth Čínské lidové osvobozenecké armády. (Foto: Twitter / 乐子壬1号机)
Muž z Kalifornie věří, že jeho dům zničil meteorit;V pátek byly desítky lidí v severní Kalifornii svědky toho, jak se z noční oblohy zřítila jasná světelná koule. (Foto: Facebook)
Rusko tvrdí, že hlavní přehrada byla zasažena raketami HIMARS dodanými USA;Rusko v neděli oznámilo, že při ukrajinském úderu s použitím moderního systému dodaného USA byla poškozena významná přehrada v Ruskem kontrolované oblasti Chersonu. (Foto: Flickr)
Nespokojení řidiči se nevybíravě vypořádali s protestujícími na silnici;Italští aktivisté proti klimatickým změnám blokovali silnici, to se nelíbilo zdejším řidičům, kteří se s nimi vypořádali. (Foto: Twitter)
Český ministr Lipavský se v debatě tvrdě pustil do Ruska;Český ministr zahraničí Jan Lipavský se v debatě na CNN Prima News tvrdě pustil do Ruska. (Foto: Twitter / CNN Prima News)
Soňa Peková po delší době promluvila a uvedla nová data o dění ve světě;Známá česká molekulární genetička Soňa Peková v rozhovoru pro Protiproud uvedla nové poznatky o dění ve světě. (Foto: Yotube)
Americký senátor: Německá vláda ví, kdo vyhodil Nord Stream do povětří, ale nemůžou to sdělit;Německá vláda přesně ví, kdo vyhodil do povětří Nord Stream. Vědí, kdo to je, ale nemohou o tom lidem říct, protože se obávají, že to vyvolá bouři emocí a to může mít špatný vliv na situaci uvnitř Německa. 
Americké vesmírné letadlo obíhá Zemi 900 dní po sobě se záhadným nákladem;Robotický vesmírný letoun X-37B amerických vesmírných sil stále prodlužuje svůj rekord v délce letu a podle serveru Space.com obíhá kolem Země 900 dní. (Foto: Flickr)
Hřbitov továren v Kyrgyzstánu je doslova časovanou bombou;Hřbitov továren v Kyrgyzstánu je chemická časovaná bomba. Už více než dvě desetiletí leží 80 tun nebezpečných chemikálií v nepoužívaném Kristallu. (Foto: Flickr)
Německá ministryně vnitra obviněna z falšování čísel o azylu, aby zakryla migrační krizi;Německá ministryně vnitra Nancy Faeserová čelí vážnému obvinění, že od začátku roku falšovala počty takzvaných uprchlíků, kteří přicházejí do Německa. (Foto: Flickr)
Biden se spletl, když řekl, že GM přejde do roku 3035 na elektrický pohon;Prezident Joe Biden v pátek v Kalifornii před sálem plným příznivců prohlásil, že společnost General Motors je „odhodlána do roku 3035 přejít na elektrický pohon“. (Foto: Youtube)
Americká firma odhalila armádní tank nové generace, který by mohl nahradit M1 Abrams;Hlavní americký bojový tank, navržený společností Chrysler Defense (nyní General Dynamics Land Systems), slouží již více než čtyřicet let. M1 Abrams je jedním z nejobávanějších tanků na světě, ačkoli na moderním bojišti začíná být zastaralý a zranitelný. (Foto: Youtube)
Mezitím bizarní zážitek v Londýně…;V bizarním okamžiku zachyceném na videu se tento týden po londýnské Tottenham Court Road odrazily dvě obří vánoční ozdoby poté, co je smetl silný vítr, a projíždějící auta se jim snažila vyhnout. (Foto: Youtube)
Rusko varuje, že pět světových jaderných velmocí je na pokraji „přímého ozbrojeného konfliktu“;Ruské ministerstvo zahraničí uvedlo, že se obává, že pět deklarovaných jaderných mocností světa je „na pokraji přímého ozbrojeného konfliktu“, přičemž Moskva varuje před katastrofickými následky a trvá na tom, že vyhnout se střetu je její nejvyšší prioritou. (Foto: Flickr)
Ukrajinské terminály Starlink údajně přestanou fungovat kvůli problémům s financováním, tvrdí CNN;Více než 1 000 satelitních internetových terminálů Starlink pro ukrajinskou armádu, které mají posílit komunikační kanály na moderním bojišti, se odmlčelo, uvedla CNN s odvoláním na dva zdroje obeznámené s výpadkem. (Foto: Flickr)
EU vysvětlila, proč hlasovala v OSN proti návrhu rezoluce o boji oslavování nacismu;4. listopadu 2022, New York – Vysvětlení hlasování Evropské unie na 77. zasedání Valného shromáždění OSN po hlasování o návrhu rezoluce „Boj proti glorifikaci nacismu, neonacismu a dalším praktikám, které přispívají k podněcování současných forem rasismu, rasové diskriminace, xenofobie a související nesnášenlivosti“. (Foto: Flickr)
David Icke dostal zákaz vstupu do EU na dva roky. Důvod vás překvapí;David Icke dostal právě dopis od holandského imigračního úřadu o tom, že mu zakázali po dobu dvou let vstoupit do Schengenského prostoru. (Foto: Rumble)
Z uniklého Rockefellerovo projevu z roku 1991 vám bude běhat mráz po zádech;Vždy usilovali o vytvoření světového systému finanční kontroly v soukromých rukou, který by byl schopen ovládnout politický systém každé země a ekonomiku světa jako celku. (Foto: Telegram)
Video z paluby letadla: bouře s krupobitím způsobila  obrovské škody;Cestující na letu do Paraguaye čekala děsivá cesta poté, co bouře způsobila obrovské škody na jejich letadle. (Foto: Twitter / LATAM)
Zelenskyj: Pokud bude Putin na summitu G20 Putin, tak se nezúčastním;Zelenskyj říká, že se nezúčastní summitu G20, pokud se ho zúčastní Putin. (Foto: Twitter / CNN)
Jižní Korea nasadila letouny poté, co zjistila 180 severokorejských letadel v blízkosti hranic;Spojené státy a Jižní Korea prodloužily své rozsáhlé letecké válečné hry v reakci na bezprecedentní počet raketových odpálení Severní Koreje v posledních dvou dnech, který činí 27 nebo více startů, včetně ICBM (podle některých zpráv se jednalo o neúspěšný start), kvůli kterému se občané v některých částech Japonska den předtím uchýlili do protileteckých krytů za zvuků sirén. (Foto: Flickr)
NASA kritizuje nekontrolovatelné zřícení 23tunové čínské rakety;V pátek brzy ráno se nekontrolovaně zřítila zpět na Zemi 23tunová čínská nosná raketa a spadla do jižní části Tichého oceánu. (Foto: Twitter / Aerospace Corporation)
Americký politolog otevřeně popsal, co dělají Spojené státy;Americký politolog Jefrey Sachs varoval, že USA se snaží do proti-čínského programu zatáhnout i Evropu, která dosud měla s Čínou dobré vztahy. (Foto: Rumble)
Hamplová byla v České televizi a moderátor se nestačil divit;Známá česká právnička promluvila v České televizi o svých postojích s moderátorem Jakubem Železným. (Foto: Twitter / ČT24)
Česká policie zveřejnila video migrantů, kteří se snaží překročit česko-slovenskou hranici;Od 29. září do 30. října bylo na území České republiky zadrženo přibližně 2 588 nelegálních migrantů na západobalkánské trase (92,2 % z nich syrské národnosti) a 44 převaděčů (od začátku roku 2022 bylo v souvislosti s nelegální migrací ze západního Balkánu zadrženo více než 150 převaděčů. (Foto: Facebook)
Skutečný Anthony Fauci: Všichni si zaslouží znát pravdu (2. část);Kdo je Anthony Fauci a kam až sahají jeho chapadla korupce a lží? Více v druhé části dokumentu podle stejnojmenné knihy od Roberta F. Kennedyho, mladšího. (Foto: Rumble)
Prokurátor nezveřejní policejní video a hovory na tísňovou linku z útoku na Pelosiho;Sanfranciská vrchní státní zástupkyně ve středu potvrdila, že její úřad nezveřejní záběry z policejních kamer ani hovory na tísňovou linku z údajného útoku na Paula Pelosiho z konce minulého týdne. (Foto: Twitter)
Pfizer, Audi a Mondelez pozastavují reklamy na Twitteru;Když se před několika lety „liberální a tolerantní“ levice poprvé rozhodla zrušit Zerohedge , učinila tak pomocí svých dvou oblíbených likvidačních strategií: deplatformingu (byli jsme odstraněni z Facebooku a Twitteru, což je rozsudek smrti pro většinu webových stránek, jejichž návštěvnost závisí na mediálních velmocích, naštěstí mezi ně nepatříme) a demonetizace (přišli jsme o reklamy hostované Googlem, Amazonem a různými dalšími platformami a také nás vyřadil PayPal, což byl při zpětném pohledu šťastný výsledek). Navzdory tomuto plnému úsilí levice nás umlčet jsme nějak přežili – z velké části díky našim čtenářům, kteří se přihlásili k odběru naší prémiové nabídky.
Jak reagovali američtí astronauti, když měli přísahat na bibli, že se skutečně procházeli po Měsíci;Jak reagovali američtí astronauti, když měli přísahat na bibli, že se skutečně procházeli po Měsíci? Níže posuďte sami. (Foto: Rumble)
Agendu „zelené“ politiky OSN vyšetřují v USA generální prokurátoři 19 států Unie;Tato aliance se prostřednictvím těchto šesti bank snaží zadusit podniky prostřednictvím environmentálních regulací ESG a prostřednictvím amerického bankovnictví chce vnutit americkým podnikům tuto liberální „probuzeneckou“ agendu progresivních militantních extremistů. (Foto: Rumble)
Nová šance pro Ukrajinu? Netanjahu zvítězil v izraelských volbách;Je to oficiální: bývalý izraelský premiér Benjamin Netanjahu se vrací k moci poté, co jeho aliance krajně pravicových stran zvítězila ve volbách, které se konaly tento týden. (Foto: Flickr)
Jak může používání softwaru a aplikace pro automatické obchodování BitiCodes podpořit vaše obchodní podnikání?;Poslední desetiletí bylo pro odvětví kryptografického trhu obdobím rozkvětu. Od vzniku první kryptoměny, Bitcoinu, trh nepřestával přitahovat stále větší počet nových investorů. (Foto: Flickr)
Údajný telegramový příspěvek napojený na Írán simuluje útok na saúdskou ropu;Článek zveřejněný na blogu mezinárodní arabské zpravodajské televize Al Arabiya ve čtvrtek tvrdí, že kanál Telegram napojený na Írán zveřejnil video, které údajně ukazuje simulovaný útok na Saúdskou Arábii. (Foto: Twitter)
Polsko staví 210 km dlouhý žiletkový plot na hranici s ruským Kaliningradem;Polsko začalo stavět plot z žiletkového drátu na hranici s ruským Kaliningradem, kde je Moskva významně vojensky přítomna, uvedli 2. listopadu oficiální představitelé. (Foto: Flickr)
Rusko připravuje povinný přesun 70 tisíc civilistů z Chersonské oblasti;Rusko se chystá nařídit „povinný“ přesun desítek tisíc obyvatel Chersonské oblasti v době, kdy se rozhořívají boje o jih země. Mohlo by se to týkat až 70 000 civilistů, což by znamenalo rozsáhlé stažení ruských vojsk z okupovaného ukrajinského města.
Rusko předloží „důkazy“, že za útoky na Krym stojí britské speciální jednotky;Moskva tvrdí, že má přesvědčivé důkazy o tom, že britská armáda minulý víkend asistovala při rozsáhlém útoku dronů na její černomořskou flotilu u Krymu. (Foto: Twitter)
Bolsonarovi stoupenci vyzývají brazilskou armádu, aby zatkla vítěze prezidentských voleb;Příznivci brazilského prezidenta Jaira Bolsonara ve středu uspořádali shromáždění, na nichž vyzývali k zásahu ozbrojených sil po zvolení Luize Inacia Luly da Silvy, což je podle vojenských expertů vyloučeno. (Foto: Twitter)
Máme nejvyšší ceny elektřiny v Evropě a směřujeme k bankrotu? Ševčík odpovídá;Stanislav Novotný se ptá Miroslava Ševčíka na nejvyšší cenu elektřiny v Evropě pro naše občany, půjčky na zbraně pro Ukrajinu a rozval veřejných financí směřující k bankrotu. (Foto: Rumble)
Propaganda, továrna na souhlas. Dokument, který by ČT už dnes nevysílala;Dokument, který ČT odvysílala v roce 2019 a který by dnes už nevysílala… Dnes je ovšem aktuálnější, než byl kdy dříve a odpovídá na většinu otázek, které se dějí dnes. (Foto: Česká televize / Youtube)
Skandování proti Bidenovi bylo přidáno do shromáždění s Obamou;Na internetu se šíří klip z mítinku bývalého amerického prezidenta Baracka Obamy, který podle všeho ukazuje, jak členové davu skandují proti současnému prezidentovi Joeovi Bidenovi. (Foto: Twitter)
USA již nebudou „ztrácet čas“ jednáním o jaderné dohodě s Íránem;Zvláštní vyslanec prezidenta Bidena pro Írán Robert Malley v pondělí prohlásil, že USA nehodlají „ztrácet čas“ rozhovory s Teheránem o oživení jaderné dohody a vojenskou variantu proti Íránu použijí jako „poslední možnost“. (Foto: Flickr)
Pentagon potvrdil přítomnost amerických vojáků na Ukrajině;Dvě bombastické zprávy, které v pondělí a úterý přinesly agentury Associated Press a Washington Post, potvrdily, že Spojené státy mají v konfliktu na Ukrajině své boty. Je důležité, že tyto jednotky plní úkoly oddělené od pouhé ostrahy velvyslanectví. (Foto: Twitter)
Statečná žena odhalila síť elitních politiků a promluvila, jaké hrůzy provádějí;Bývalá dětská sexuální otrokyně prodaná do belgického aristokratického pedofilního kruhu, kde byli chlapci a dívky mučeni a zabíjeni, odhaluje hrůzy svého pětiletého zneužívání. (Foto: Youtube / DVTV)
Saúdská Arábie a USA chtějí reagovat na případný íránský útok;Vzhledem k tomu, že ceny ropy by měly po volbách do Kongresu prudce vzrůst, protože odčerpávání SPR skončí a trhy už nebudou mít k dispozici zoufalé demokraty, kteří by jim pomohli uspokojit jejich okamžité energetické potřeby, WSJ před chvílí odhalil další potenciální sud střelného prachu, když uvedl, že podle saúdských a amerických představitelů Saúdská Arábie sdílela s USA zpravodajské informace varující před hrozícím útokem Íránu na cíle v království, což uvedlo americkou armádu a další země na Blízkém východě do zvýšené pohotovosti. (Foto: Twitter)
29letý inovátor nalezen mrtvý poté, co na Twitteru psal o „pedofilní elitě CIA a Mosadu“;Významná postava v oblasti kryptoměn, která tvrdila, že její bývalá přítelkyně je špiónka, a myslela si, že by ho mohla „CIA zabít“, byla nalezena mrtvá den poté, co na Twitteru psala o údajném „vyděračském kruhu obchodníků se sexem z Portorika a karibských ostrovů“. (Foto: Twitter)
Rusko předkládá základ pro rozhovory mezi Putinem a Bidenem;O stejném víkendu, kdy Rusko rozzlobilo Západ odstoupením od dohody o vývozu obilí, kterou uzavřela OSN a která umožňovala Ukrajině dodávat pšenici a potraviny na světové trhy prostřednictvím mezinárodně monitorovaného bezpečnostního koridoru, Kreml předložil potenciální základ pro „obnovení spolupráce na vysoké úrovni“, informovala v neděli státní média. (Foto: Flickr)
Tým OSN kontroluje ukrajinská místa kvůli stopám po údajné „špinavé bombě“;Generální ředitel Mezinárodní agentury pro atomovou energii OSN Rafael Grossi v úterý potvrdil, že na Ukrajině působí tým zbrojních inspektorů, který zkoumá místa, jež Rusko nedávno označilo v souvislosti s údajným ukrajinským spiknutím za „špinavou bombu“. (Foto: Flickr)
Greta vyzývá ke „svržení celého kapitalistického systému“;Klimatická aktivistka Greta Thunbergová se plně odmaskovala a nyní vyzývá ke svržení „celého kapitalistického systému“. (Foto: Flickr)
Biden si spletl válku v Iráku a příčiny úmrtí svého syna;Prezident Joe Biden při zmínce o válce na Ukrajině mylně tvrdil, že jeho nejstarší syn Beau zemřel v Iráku, přestože jeho zesnulý potomek podlehl ve Státech rakovině mozku. (Foto: Twitter)
Polsko žádá po Německu reparace za 31 bilionů korun. Jak je to ve skutečnosti?;Stanislav Novotný se ptá na reparace ve výši 31 biliónů korun, která žádá Polsko po Německu za ztráty v důsledku německé agrese a okupace za II. světové války. (Foto: Youtube)
Komisař EU varuje Muska: „Twitter bude létat podle našich pravidel“;Musk má údajně v plánu omezit moderování, ale takové plány se mohou dostat do konfliktu s přicházejícími zákony EU týkajícími se tzv. nenávistných projevů. (Foto: Twitter / Thierry Breton)
„Nebezpečná eskalace“: USA nasadí v Austrálii šest bombardérů B-52;Americké velmocenské soupeření s Čínou nabírá na obrátkách, protože Pentagon plánuje rozmístit flotilu bombardérů B-52 s jadernými zbraněmi v severní Austrálii, což je označováno za „signál“ Pekingu, uvedla australská rozhlasová a televizní společnost Australian Broadcasting Corp. (Foto: Flickr)
Přijdou sankce na Japonsko? Rozhodlo se pokračovat v ruském energetickém projektu;Japonská vláda se dnes rozhodla oficiálně kašlat na sankce a nadále se podílet na (dříve Exxonem vedeném) projektu těžby ropy a zemního plynu Sachalin-1 v Rusku, protože se snaží o stabilní dodávky energie navzdory mezinárodním sankcím uvaleným na Moskvu kvůli její invazi na Ukrajinu, uvedl Nikkei.
NASA zachytila děsivý obraz Slunce ve stylu lucerny;Vesmírná observatoř NASA Solar Dynamics Observatory zveřejnila na Twitteru něco, co vypadalo jako strašidelný úsměv Slunce ve stylu lucerny – právě včas na Halloween. (Foto: Twitter / NASA)
Velká Británie varuje před chladnou zimou, protože teplé období se chýlí ke konci;Zatímco si mnohé části Evropy, od Německa a Francie až po Velkou Británii, užívají nezvykle teplého počasí, nová tříměsíční předpověď naznačuje rostoucí možnost, že se k nám nastěhuje „stará zima“. (Foto: Flickr)
V londýnské laboratoři byl vytvořen potenciálně smrtící nový superkmen covid-19;Podle zprávy byl v univerzitní laboratoři v Londýně vytvořen potenciálně smrtící nový kmen COVID. (Foto: Flickr)
Biden dříve ztratil nervy v telefonátu se Zelenským: „Projevte trochu více vděčnosti“;Několik dní poté, co Pentagon oznámil, že celková americká vojenská pomoc poskytnutá Ukrajině dosud přesáhla 18,5 miliardy dolarů, se podle nových zpráv prezident Joe Biden v telefonickém rozhovoru se svým ukrajinským protějškem Volodymyrem Zelenským krátce neovládl, když ten neustále naléhal na další peníze a zbraně. (Foto: Youtube)
Bolsonaro mlčí i ráno po porážce ve volbách, zatímco světoví lídři gratulují Lulovi;Brazilský prezident Jair Bolsonaro do pondělního rána stále neuznal porážku svého levicového soupeře Luize Inácia Luly da Silvy. Výsledky byly oznámeny poměrně rychle po uzavření volebních místností v pondělí večer. (Foto: Flickr)
